problem_idx,math_verify_score,has_boxed,run_id
3921,0,0,xcz3zw52
3922,0,0,xcz3zw52
3923,0,0,xcz3zw52
3924,0,1,xcz3zw52
3925,0,0,xcz3zw52
3926,0,0,xcz3zw52
3927,0,0,xcz3zw52
3928,0,0,xcz3zw52
3929,0,0,xcz3zw52
3930,0,0,xcz3zw52
3931,0,0,xcz3zw52
3932,0,0,xcz3zw52
3933,0,0,xcz3zw52
3934,0,0,xcz3zw52
3935,0,0,xcz3zw52
3936,0,0,xcz3zw52
3937,0,0,xcz3zw52
3938,0,0,xcz3zw52
3939,0,0,xcz3zw52
3940,0,0,xcz3zw52
3941,0,0,xcz3zw52
3942,0,0,xcz3zw52
3943,0,0,xcz3zw52
3944,0,0,xcz3zw52
3945,0,0,xcz3zw52
3946,0,0,xcz3zw52
3947,0,0,xcz3zw52
3948,0,0,xcz3zw52
3949,0,0,xcz3zw52
3950,0,0,xcz3zw52
3951,0,0,xcz3zw52
3952,0,0,xcz3zw52
3953,0,0,xcz3zw52
3954,0,0,xcz3zw52
3955,0,0,xcz3zw52
3956,0,0,xcz3zw52
3957,0,0,xcz3zw52
3958,0,0,xcz3zw52
3959,0,0,xcz3zw52
3960,0,0,xcz3zw52
3961,0,0,xcz3zw52
3962,0,0,xcz3zw52
3963,0,0,xcz3zw52
3964,0,0,xcz3zw52
3965,0,0,xcz3zw52
3966,0,0,xcz3zw52
3967,0,0,xcz3zw52
3968,0,0,xcz3zw52
3969,0,0,xcz3zw52
3970,0,0,xcz3zw52
3971,0,0,xcz3zw52
3972,0,0,xcz3zw52
3973,0,0,xcz3zw52
3974,0,0,xcz3zw52
3975,0,0,xcz3zw52
3976,0,0,xcz3zw52
3977,0,0,xcz3zw52
3978,0,0,xcz3zw52
3979,0,0,xcz3zw52
3980,0,0,xcz3zw52
3981,0,0,xcz3zw52
3982,0,0,xcz3zw52
3983,0,0,xcz3zw52
3984,0,0,xcz3zw52
3985,0,0,xcz3zw52
3986,0,0,xcz3zw52
3987,0,0,xcz3zw52
3988,0,0,xcz3zw52
3989,0,0,xcz3zw52
3990,0,0,xcz3zw52
3991,0,0,xcz3zw52
3992,0,0,xcz3zw52
3993,0,0,xcz3zw52
3994,0,0,xcz3zw52
3995,0,0,xcz3zw52
3996,0,0,xcz3zw52
3997,0,0,xcz3zw52
3998,0,0,xcz3zw52
3999,0,0,xcz3zw52
3999,0,0,xcz3zw52
4000,0,0,xcz3zw52
4001,0,0,xcz3zw52
4002,0,0,xcz3zw52
4003,0,0,xcz3zw52
4004,0,0,xcz3zw52
4005,0,0,xcz3zw52
4006,0,0,xcz3zw52
4007,0,0,xcz3zw52
4008,0,0,xcz3zw52
4009,0,0,xcz3zw52
4010,0,0,xcz3zw52
4011,0,0,xcz3zw52
4012,0,0,xcz3zw52
4013,0,0,xcz3zw52
4014,0,0,xcz3zw52
4015,0,0,xcz3zw52
4016,0,0,xcz3zw52
4017,0,0,xcz3zw52
4018,0,0,xcz3zw52
4019,0,0,xcz3zw52
4020,0,0,xcz3zw52
4021,0,0,xcz3zw52
4022,0,0,xcz3zw52
4023,0,0,xcz3zw52
4024,0,0,xcz3zw52
4025,0,0,xcz3zw52
4026,0,0,xcz3zw52
4027,0,0,xcz3zw52
4028,0,0,xcz3zw52
4029,0,0,xcz3zw52
4030,0,0,xcz3zw52
4031,0,0,xcz3zw52
4032,0,0,xcz3zw52
4033,0,0,xcz3zw52
4034,0,0,xcz3zw52
4035,0,0,xcz3zw52
4036,0,0,xcz3zw52
4037,0,0,xcz3zw52
4038,0,0,xcz3zw52
4039,0,0,xcz3zw52
4040,0,0,xcz3zw52
4041,0,0,xcz3zw52
4042,0,0,xcz3zw52
4043,0,0,xcz3zw52
4044,0,0,xcz3zw52
4045,0,0,xcz3zw52
4046,0,0,xcz3zw52
4047,0,0,xcz3zw52
4048,0,0,xcz3zw52
4049,0,0,xcz3zw52
4050,0,0,xcz3zw52
4051,0,0,xcz3zw52
4052,0,0,xcz3zw52
4053,0,0,xcz3zw52
4054,0,0,xcz3zw52
4055,0,0,xcz3zw52
4056,0,0,xcz3zw52
4057,0,0,xcz3zw52
4058,0,0,xcz3zw52
4059,0,0,xcz3zw52
4060,0,0,xcz3zw52
4061,0,0,xcz3zw52
4062,0,0,xcz3zw52
4063,0,0,xcz3zw52
4064,0,0,xcz3zw52
4065,0,0,xcz3zw52
4066,0,0,xcz3zw52
4067,0,0,xcz3zw52
4068,0,0,xcz3zw52
4069,0,0,xcz3zw52
4070,0,0,xcz3zw52
4071,0,0,xcz3zw52
4072,0,0,xcz3zw52
4073,0,0,xcz3zw52
4074,0,0,xcz3zw52
4075,0,0,xcz3zw52
4076,0,0,xcz3zw52
4077,0,0,xcz3zw52
4078,0,0,xcz3zw52
4079,0,0,xcz3zw52
4080,0,0,xcz3zw52
4081,0,0,xcz3zw52
4082,0,0,xcz3zw52
4083,0,0,xcz3zw52
4084,0,0,xcz3zw52
4085,0,0,xcz3zw52
4086,0,0,xcz3zw52
4087,0,0,xcz3zw52
4088,0,0,xcz3zw52
4089,0,0,xcz3zw52
4090,0,0,xcz3zw52
4091,0,0,xcz3zw52
4092,0,0,xcz3zw52
4093,0,0,xcz3zw52
4094,0,0,xcz3zw52
4095,0,0,xcz3zw52
4096,0,0,xcz3zw52
4097,0,0,xcz3zw52
4098,0,0,xcz3zw52
4099,0,0,xcz3zw52
4100,0,0,xcz3zw52
4101,0,0,xcz3zw52
4102,0,0,xcz3zw52
4103,0,0,xcz3zw52
4104,0,0,xcz3zw52
4105,0,0,xcz3zw52
4106,0,0,xcz3zw52
4107,0,0,xcz3zw52
4108,0,0,xcz3zw52
4109,0,0,xcz3zw52
4110,0,0,xcz3zw52
4111,0,0,xcz3zw52
4112,0,0,xcz3zw52
4113,0,0,xcz3zw52
4114,0,0,xcz3zw52
4115,0,0,xcz3zw52
4116,0,0,xcz3zw52
4117,0,0,xcz3zw52
4118,0,0,xcz3zw52
4119,0,0,xcz3zw52
4120,0,0,xcz3zw52
4121,0,0,xcz3zw52
4122,0,0,xcz3zw52
4123,0,0,xcz3zw52
4124,0,0,xcz3zw52
4125,0,0,xcz3zw52
4126,0,0,xcz3zw52
4127,0,0,xcz3zw52
4128,0,0,xcz3zw52
4129,0,0,xcz3zw52
4130,0,0,xcz3zw52
4131,0,0,xcz3zw52
4132,0,0,xcz3zw52
4133,0,0,xcz3zw52
4134,0,0,xcz3zw52
4135,0,0,xcz3zw52
4136,0,0,xcz3zw52
4137,0,0,xcz3zw52
4138,0,0,xcz3zw52
4139,0,0,xcz3zw52
4140,0,0,xcz3zw52
4141,0,0,xcz3zw52
4142,0,0,xcz3zw52
4143,0,0,xcz3zw52
4144,0,0,xcz3zw52
4145,0,0,xcz3zw52
4146,0,0,xcz3zw52
4147,0,0,xcz3zw52
4148,0,0,xcz3zw52
4149,0,0,xcz3zw52
4150,0,0,xcz3zw52
4151,0,0,xcz3zw52
4152,0,0,xcz3zw52
4153,0,0,xcz3zw52
4154,0,0,xcz3zw52
4155,0,0,xcz3zw52
4156,0,0,xcz3zw52
4157,0,0,xcz3zw52
4158,0,0,xcz3zw52
4159,0,0,xcz3zw52
4160,0,0,xcz3zw52
4161,0,0,xcz3zw52
4162,0,0,xcz3zw52
4163,0,0,xcz3zw52
4164,0,0,xcz3zw52
4165,0,0,xcz3zw52
4166,0,0,xcz3zw52
4167,0,0,xcz3zw52
4168,0,0,xcz3zw52
4169,0,0,xcz3zw52
4170,0,0,xcz3zw52
4171,0,0,xcz3zw52
4172,0,0,xcz3zw52
4173,0,0,xcz3zw52
4174,0,0,xcz3zw52
4175,0,0,xcz3zw52
4176,0,0,xcz3zw52
4177,0,0,xcz3zw52
4178,0,0,xcz3zw52
4179,0,0,xcz3zw52
4180,0,0,xcz3zw52
4181,0,0,xcz3zw52
4182,0,0,xcz3zw52
4183,0,0,xcz3zw52
4184,0,0,xcz3zw52
4185,0,0,xcz3zw52
4186,0,0,xcz3zw52
4187,0,0,xcz3zw52
4188,0,0,xcz3zw52
4189,0,0,xcz3zw52
4190,0,0,xcz3zw52
4191,0,0,xcz3zw52
4192,0,0,xcz3zw52
4193,0,0,xcz3zw52
4194,0,0,xcz3zw52
4195,0,0,xcz3zw52
4196,0,0,xcz3zw52
4197,0,0,xcz3zw52
4198,0,0,xcz3zw52
4199,0,0,xcz3zw52
4200,0,0,xcz3zw52
4201,0,0,xcz3zw52
4202,0,0,xcz3zw52
4203,0,0,xcz3zw52
4204,0,0,xcz3zw52
4205,0,0,xcz3zw52
4206,0,0,xcz3zw52
4207,0,0,xcz3zw52
4208,0,0,xcz3zw52
4209,0,0,xcz3zw52
4210,0,0,xcz3zw52
4211,0,0,xcz3zw52
4212,0,0,xcz3zw52
4213,0,0,xcz3zw52
4214,0,0,xcz3zw52
4215,0,0,xcz3zw52
4216,0,0,xcz3zw52
4217,0,0,xcz3zw52
4218,0,0,xcz3zw52
4219,0,0,xcz3zw52
4220,0,0,xcz3zw52
4221,0,0,xcz3zw52
4222,0,0,xcz3zw52
4223,0,0,xcz3zw52
4224,0,0,xcz3zw52
4225,0,0,xcz3zw52
4226,0,0,xcz3zw52
4227,0,0,xcz3zw52
4228,0,0,xcz3zw52
4229,0,0,xcz3zw52
4230,0,0,xcz3zw52
4231,0,0,xcz3zw52
4232,0,0,xcz3zw52
4233,0,0,xcz3zw52
4234,0,0,xcz3zw52
4235,0,0,xcz3zw52
4236,0,0,xcz3zw52
4237,0,0,xcz3zw52
4238,0,0,xcz3zw52
4239,0,0,xcz3zw52
4240,0,0,xcz3zw52
4241,0,0,xcz3zw52
4242,0,0,xcz3zw52
4243,0,0,xcz3zw52
4244,0,0,xcz3zw52
4245,0,0,xcz3zw52
4246,0,0,xcz3zw52
4247,0,0,xcz3zw52
4248,0,0,xcz3zw52
4249,0,0,xcz3zw52
4250,0,0,xcz3zw52
4251,0,0,xcz3zw52
4252,0,0,xcz3zw52
4253,0,0,xcz3zw52
4254,0,0,xcz3zw52
4255,0,0,xcz3zw52
4256,0,0,xcz3zw52
4257,0,0,xcz3zw52
4258,0,0,xcz3zw52
4259,0,0,xcz3zw52
4260,0,0,xcz3zw52
4261,0,0,xcz3zw52
4262,0,0,xcz3zw52
4263,0,0,xcz3zw52
4264,0,0,xcz3zw52
4265,0,1,xcz3zw52
4266,0,0,xcz3zw52
4267,0,0,xcz3zw52
4268,0,0,xcz3zw52
4269,0,0,xcz3zw52
4270,0,0,xcz3zw52
4271,0,0,xcz3zw52
4272,0,0,xcz3zw52
4273,0,0,xcz3zw52
4274,0,0,xcz3zw52
4275,0,0,xcz3zw52
4276,0,0,xcz3zw52
4277,0,0,xcz3zw52
4278,0,0,xcz3zw52
4279,0,0,xcz3zw52
4280,0,0,xcz3zw52
4281,0,0,xcz3zw52
4282,0,0,xcz3zw52
4283,0,0,xcz3zw52
4284,0,0,xcz3zw52
4285,0,0,xcz3zw52
4286,0,0,xcz3zw52
4287,0,0,xcz3zw52
4288,0,0,xcz3zw52
4289,0,0,xcz3zw52
4290,0,0,xcz3zw52
4291,0,0,xcz3zw52
4292,0,0,xcz3zw52
4293,0,0,xcz3zw52
4294,0,0,xcz3zw52
4295,0,0,xcz3zw52
4296,0,0,xcz3zw52
4297,0,0,xcz3zw52
4298,0,0,xcz3zw52
4299,0,0,xcz3zw52
4300,0,0,xcz3zw52
4301,0,0,xcz3zw52
4302,0,0,xcz3zw52
4303,0,0,xcz3zw52
4304,0,0,xcz3zw52
4305,0,0,xcz3zw52
4306,0,0,xcz3zw52
4307,0,0,xcz3zw52
4308,0,0,xcz3zw52
4309,0,0,xcz3zw52
4310,0,0,xcz3zw52
4311,0,0,xcz3zw52
4312,0,0,xcz3zw52
4313,0,0,xcz3zw52
4314,0,0,xcz3zw52
4315,0,0,xcz3zw52
4316,0,0,xcz3zw52
4317,0,0,xcz3zw52
4318,0,0,xcz3zw52
4319,0,0,xcz3zw52
4320,0,0,xcz3zw52
4321,0,0,xcz3zw52
4322,0,0,xcz3zw52
4323,0,0,xcz3zw52
4324,0,0,xcz3zw52
4325,0,0,xcz3zw52
4326,0,0,xcz3zw52
4327,0,0,xcz3zw52
4328,0,0,xcz3zw52
4329,0,0,xcz3zw52
4330,0,0,xcz3zw52
4331,0,0,xcz3zw52
4332,0,0,xcz3zw52
4333,0,0,xcz3zw52
4334,0,0,xcz3zw52
4335,0,0,xcz3zw52
4336,0,0,xcz3zw52
4337,0,0,xcz3zw52
4338,0,0,xcz3zw52
4339,0,0,xcz3zw52
4340,0,0,xcz3zw52
4341,0,0,xcz3zw52
4342,0,0,xcz3zw52
4343,0,0,xcz3zw52
4344,0,0,xcz3zw52
4345,0,0,xcz3zw52
4346,0,0,xcz3zw52
4347,0,0,xcz3zw52
4348,0,0,xcz3zw52
4349,0,0,xcz3zw52
4350,0,0,xcz3zw52
4351,0,0,xcz3zw52
4352,0,0,xcz3zw52
4353,0,0,xcz3zw52
4354,0,0,xcz3zw52
4355,0,0,xcz3zw52
4356,0,0,xcz3zw52
4357,0,0,xcz3zw52
4358,0,0,xcz3zw52
4359,0,0,xcz3zw52
4360,0,0,xcz3zw52
4361,0,0,xcz3zw52
4362,0,0,xcz3zw52
4363,0,0,xcz3zw52
4364,0,0,xcz3zw52
4365,0,0,xcz3zw52
4366,0,0,xcz3zw52
4367,0,0,xcz3zw52
4368,0,0,xcz3zw52
4369,0,0,xcz3zw52
4370,0,0,xcz3zw52
4371,0,0,xcz3zw52
4372,0,0,xcz3zw52
4373,0,0,xcz3zw52
4374,0,0,xcz3zw52
4375,0,0,xcz3zw52
4376,0,0,xcz3zw52
4377,0,0,xcz3zw52
4378,0,0,xcz3zw52
4379,0,0,xcz3zw52
4380,0,0,xcz3zw52
4381,0,0,xcz3zw52
4382,0,0,xcz3zw52
4383,0,0,xcz3zw52
4384,0,0,xcz3zw52
4385,0,0,xcz3zw52
4386,0,0,xcz3zw52
4387,0,0,xcz3zw52
4388,0,1,xcz3zw52
4389,0,0,xcz3zw52
4390,0,0,xcz3zw52
4391,0,0,xcz3zw52
4392,0,0,xcz3zw52
4393,0,0,xcz3zw52
4394,0,0,xcz3zw52
4395,0,0,xcz3zw52
4396,0,0,xcz3zw52
4397,0,0,xcz3zw52
4398,0,0,xcz3zw52
4399,0,0,xcz3zw52
4400,0,0,xcz3zw52
4401,0,0,xcz3zw52
4402,0,0,xcz3zw52
4403,0,0,xcz3zw52
4404,0,0,xcz3zw52
4405,0,0,xcz3zw52
4406,0,0,xcz3zw52
4407,0,0,xcz3zw52
4408,0,0,xcz3zw52
4409,0,0,xcz3zw52
4410,0,0,xcz3zw52
4411,0,0,xcz3zw52
4412,0,0,xcz3zw52
4413,0,0,xcz3zw52
4414,0,0,xcz3zw52
4415,0,0,xcz3zw52
4416,0,0,xcz3zw52
4417,0,0,xcz3zw52
4418,0,0,xcz3zw52
4419,0,0,xcz3zw52
4420,0,0,xcz3zw52
4421,0,0,xcz3zw52
4422,0,0,xcz3zw52
4423,0,0,xcz3zw52
4424,0,0,xcz3zw52
4425,0,0,xcz3zw52
4426,0,0,xcz3zw52
4427,0,0,xcz3zw52
4428,0,0,xcz3zw52
4429,0,0,xcz3zw52
4430,0,0,xcz3zw52
4431,0,0,xcz3zw52
4432,0,0,xcz3zw52
4433,0,0,xcz3zw52
4434,0,0,xcz3zw52
4435,0,0,xcz3zw52
4436,0,0,xcz3zw52
4437,0,0,xcz3zw52
4438,0,0,xcz3zw52
4439,0,0,xcz3zw52
4440,0,0,xcz3zw52
4441,0,0,xcz3zw52
4442,0,0,xcz3zw52
4443,0,0,xcz3zw52
4444,0,0,xcz3zw52
4445,0,0,xcz3zw52
4446,0,0,xcz3zw52
4447,0,0,xcz3zw52
4448,0,0,xcz3zw52
4449,0,0,xcz3zw52
4450,0,0,xcz3zw52
4451,0,0,xcz3zw52
4452,0,0,xcz3zw52
4453,0,0,xcz3zw52
4454,0,0,xcz3zw52
4455,0,0,xcz3zw52
4456,0,0,xcz3zw52
4457,0,0,xcz3zw52
4458,0,0,xcz3zw52
4459,0,0,xcz3zw52
4460,0,0,xcz3zw52
4461,0,0,xcz3zw52
4462,0,0,xcz3zw52
4463,0,0,xcz3zw52
4464,0,0,xcz3zw52
4465,0,0,xcz3zw52
4466,0,0,xcz3zw52
4467,0,0,xcz3zw52
4468,0,0,xcz3zw52
4469,0,0,xcz3zw52
4470,0,0,xcz3zw52
4471,0,0,xcz3zw52
4472,0,0,xcz3zw52
4473,0,0,xcz3zw52
4474,0,0,xcz3zw52
4475,0,0,xcz3zw52
4476,0,0,xcz3zw52
4477,0,0,xcz3zw52
4478,0,0,xcz3zw52
4479,0,0,xcz3zw52
4480,0,0,xcz3zw52
4481,0,0,xcz3zw52
4482,0,0,xcz3zw52
4483,0,0,xcz3zw52
4484,0,0,xcz3zw52
4485,0,0,xcz3zw52
4486,0,0,xcz3zw52
4487,0,0,xcz3zw52
4488,0,0,xcz3zw52
4489,0,0,xcz3zw52
4490,0,0,xcz3zw52
4491,0,0,xcz3zw52
4492,0,0,xcz3zw52
4493,0,0,xcz3zw52
4494,0,0,xcz3zw52
4495,0,0,xcz3zw52
4496,0,0,xcz3zw52
4497,0,0,xcz3zw52
4498,0,0,xcz3zw52
4499,0,0,xcz3zw52
4500,0,0,xcz3zw52
4501,0,0,xcz3zw52
4502,0,0,xcz3zw52
4503,0,0,xcz3zw52
4504,0,0,xcz3zw52
4505,0,0,xcz3zw52
4506,0,0,xcz3zw52
4507,0,0,xcz3zw52
4508,0,0,xcz3zw52
4509,0,0,xcz3zw52
4510,0,0,xcz3zw52
4511,0,0,xcz3zw52
4512,0,0,xcz3zw52
4513,0,0,xcz3zw52
4514,0,0,xcz3zw52
4515,0,0,xcz3zw52
4516,0,0,xcz3zw52
4517,0,0,xcz3zw52
4518,0,0,xcz3zw52
4519,0,0,xcz3zw52
4520,0,0,xcz3zw52
4521,0,0,xcz3zw52
4522,0,0,xcz3zw52
4523,0,0,xcz3zw52
4524,0,0,xcz3zw52
4525,0,0,xcz3zw52
4526,0,0,xcz3zw52
4527,0,0,xcz3zw52
4528,0,0,xcz3zw52
4529,0,0,xcz3zw52
4530,0,0,xcz3zw52
4531,0,0,xcz3zw52
4532,0,0,xcz3zw52
4533,0,0,xcz3zw52
4534,0,0,xcz3zw52
4535,0,0,xcz3zw52
4536,0,0,xcz3zw52
4537,0,0,xcz3zw52
4538,0,0,xcz3zw52
4539,0,0,xcz3zw52
4540,0,0,xcz3zw52
4541,0,0,xcz3zw52
4542,0,0,xcz3zw52
4543,0,0,xcz3zw52
4544,0,0,xcz3zw52
4545,0,0,xcz3zw52
4546,0,0,xcz3zw52
4547,0,0,xcz3zw52
4548,0,0,xcz3zw52
4549,0,0,xcz3zw52
4550,0,0,xcz3zw52
4551,0,0,xcz3zw52
4552,0,0,xcz3zw52
4553,0,0,xcz3zw52
4554,0,0,xcz3zw52
4555,0,0,xcz3zw52
4556,0,0,xcz3zw52
4557,0,0,xcz3zw52
4558,0,0,xcz3zw52
4559,0,0,xcz3zw52
4560,0,0,xcz3zw52
4561,0,0,xcz3zw52
4562,0,0,xcz3zw52
4563,0,0,xcz3zw52
4564,0,0,xcz3zw52
4565,0,0,xcz3zw52
4566,0,1,xcz3zw52
4567,0,0,xcz3zw52
4568,0,0,xcz3zw52
4569,0,0,xcz3zw52
4570,0,0,xcz3zw52
4571,0,0,xcz3zw52
4572,0,0,xcz3zw52
4573,0,0,xcz3zw52
4574,0,0,xcz3zw52
4575,0,0,xcz3zw52
4576,0,0,xcz3zw52
4577,0,0,xcz3zw52
4578,0,0,xcz3zw52
4579,0,0,xcz3zw52
4580,0,0,xcz3zw52
4581,0,0,xcz3zw52
4582,0,0,xcz3zw52
4583,0,0,xcz3zw52
4584,0,0,xcz3zw52
4585,0,0,xcz3zw52
4586,0,0,xcz3zw52
4587,0,0,xcz3zw52
4588,0,0,xcz3zw52
4589,0,0,xcz3zw52
4590,0,0,xcz3zw52
4591,0,0,xcz3zw52
4592,0,0,xcz3zw52
4593,0,0,xcz3zw52
4594,0,0,xcz3zw52
4595,0,0,xcz3zw52
4596,0,0,xcz3zw52
4597,0,0,xcz3zw52
4598,0,0,xcz3zw52
4599,0,0,xcz3zw52
4600,0,0,xcz3zw52
4601,0,0,xcz3zw52
4602,0,0,xcz3zw52
4603,0,0,xcz3zw52
4604,0,0,xcz3zw52
4605,0,0,xcz3zw52
4606,0,0,xcz3zw52
4607,0,0,xcz3zw52
4608,0,0,xcz3zw52
4609,0,0,xcz3zw52
4610,0,0,xcz3zw52
4611,0,0,xcz3zw52
4612,0,0,xcz3zw52
4613,0,0,xcz3zw52
4614,0,0,xcz3zw52
4615,0,1,xcz3zw52
4616,0,0,xcz3zw52
4617,0,0,xcz3zw52
4618,0,1,xcz3zw52
4619,0,0,xcz3zw52
4620,0,0,xcz3zw52
4621,0,0,xcz3zw52
4622,0,1,xcz3zw52
4623,0,0,xcz3zw52
4624,0,0,xcz3zw52
4625,0,0,xcz3zw52
4626,0,0,xcz3zw52
4627,0,0,xcz3zw52
4628,0,0,xcz3zw52
4629,0,0,xcz3zw52
4630,0,0,xcz3zw52
4631,0,0,xcz3zw52
4632,0,0,xcz3zw52
4633,0,0,xcz3zw52
4634,0,1,xcz3zw52
4635,0,0,xcz3zw52
4636,0,0,xcz3zw52
4637,0,0,xcz3zw52
4638,0,0,xcz3zw52
4639,0,0,xcz3zw52
4640,0,0,xcz3zw52
4641,0,0,xcz3zw52
4642,0,0,xcz3zw52
4643,0,0,xcz3zw52
4644,0,0,xcz3zw52
4645,0,0,xcz3zw52
4646,0,0,xcz3zw52
4647,0,0,xcz3zw52
4648,0,0,xcz3zw52
4649,0,0,xcz3zw52
4650,0,0,xcz3zw52
4651,0,0,xcz3zw52
4652,0,0,xcz3zw52
4653,0,0,xcz3zw52
4654,0,1,xcz3zw52
4655,0,0,xcz3zw52
4656,0,0,xcz3zw52
4657,0,0,xcz3zw52
4658,0,0,xcz3zw52
4659,0,0,xcz3zw52
4660,0,0,xcz3zw52
4661,0,0,xcz3zw52
4662,0,0,xcz3zw52
4663,0,0,xcz3zw52
4664,0,0,xcz3zw52
4665,0,0,xcz3zw52
4666,0,0,xcz3zw52
4668,0,0,xcz3zw52
4669,0,0,xcz3zw52
4670,0,0,xcz3zw52
4671,0,0,xcz3zw52
4672,0,0,xcz3zw52
4673,0,0,xcz3zw52
4674,0,0,xcz3zw52
4675,0,0,xcz3zw52
4676,0,0,xcz3zw52
4677,0,0,xcz3zw52
4678,0,0,xcz3zw52
4679,0,0,xcz3zw52
4680,0,0,xcz3zw52
4681,0,0,xcz3zw52
4682,0,0,xcz3zw52
4683,0,0,xcz3zw52
4684,0,0,xcz3zw52
4685,0,0,xcz3zw52
4686,0,0,xcz3zw52
4687,0,0,xcz3zw52
4688,0,0,xcz3zw52
4689,0,0,xcz3zw52
4690,0,0,xcz3zw52
4691,0,0,xcz3zw52
4692,0,0,xcz3zw52
4693,0,0,xcz3zw52
4694,0,0,xcz3zw52
4695,0,0,xcz3zw52
4696,0,1,xcz3zw52
4697,0,0,xcz3zw52
4698,0,0,xcz3zw52
4699,0,0,xcz3zw52
4700,0,0,xcz3zw52
4701,0,0,xcz3zw52
4702,0,0,xcz3zw52
4703,0,0,xcz3zw52
4704,0,0,xcz3zw52
4705,0,0,xcz3zw52
4706,0,0,xcz3zw52
4707,0,0,xcz3zw52
4708,0,0,xcz3zw52
4709,0,0,xcz3zw52
4710,0,0,xcz3zw52
4711,0,0,xcz3zw52
4712,0,0,xcz3zw52
4713,0,0,xcz3zw52
4714,0,0,xcz3zw52
4715,0,0,xcz3zw52
4716,0,0,xcz3zw52
4717,0,0,xcz3zw52
4718,0,0,xcz3zw52
4719,0,0,xcz3zw52
4720,0,0,xcz3zw52
4721,0,0,xcz3zw52
4722,0,0,xcz3zw52
4723,0,0,xcz3zw52
4724,0,0,xcz3zw52
4725,0,0,xcz3zw52
4726,0,0,xcz3zw52
4727,0,0,xcz3zw52
4728,0,0,xcz3zw52
4729,0,0,xcz3zw52
4730,0,0,xcz3zw52
4731,0,0,xcz3zw52
4732,0,0,xcz3zw52
4733,0,0,xcz3zw52
4734,0,0,xcz3zw52
4735,0,0,xcz3zw52
4736,0,0,xcz3zw52
4737,0,0,xcz3zw52
4738,0,0,xcz3zw52
4739,0,0,xcz3zw52
4740,0,0,xcz3zw52
4741,0,0,xcz3zw52
4742,0,0,xcz3zw52
4743,0,0,xcz3zw52
4744,0,0,xcz3zw52
4745,0,0,xcz3zw52
4746,0,0,xcz3zw52
4747,0,0,xcz3zw52
4748,0,0,xcz3zw52
4749,0,0,xcz3zw52
4750,0,0,xcz3zw52
4751,0,0,xcz3zw52
4752,0,0,xcz3zw52
4753,0,0,xcz3zw52
4754,0,0,xcz3zw52
4755,0,0,xcz3zw52
4756,0,0,xcz3zw52
4757,0,0,xcz3zw52
4758,0,0,xcz3zw52
4759,0,0,xcz3zw52
4760,0,0,xcz3zw52
4761,0,0,xcz3zw52
4762,0,0,xcz3zw52
4763,0,0,xcz3zw52
4764,0,0,xcz3zw52
4765,0,0,xcz3zw52
4766,0,0,xcz3zw52
4767,0,0,xcz3zw52
4768,0,0,xcz3zw52
4769,0,0,xcz3zw52
4770,0,0,xcz3zw52
4771,0,0,xcz3zw52
4772,0,0,xcz3zw52
4773,0,0,xcz3zw52
4774,0,0,xcz3zw52
4775,0,0,xcz3zw52
4776,0,1,xcz3zw52
4777,0,0,xcz3zw52
4778,0,0,xcz3zw52
4779,0,0,xcz3zw52
4780,0,0,xcz3zw52
4781,0,0,xcz3zw52
4782,0,0,xcz3zw52
4783,0,0,xcz3zw52
4784,0,0,xcz3zw52
4785,0,0,xcz3zw52
4786,0,0,xcz3zw52
4787,0,0,xcz3zw52
4788,0,0,xcz3zw52
4789,0,0,xcz3zw52
4790,0,0,xcz3zw52
4791,0,0,xcz3zw52
4792,0,0,xcz3zw52
4793,0,0,xcz3zw52
4794,0,0,xcz3zw52
4795,0,0,xcz3zw52
4796,0,0,xcz3zw52
4797,0,0,xcz3zw52
4798,0,0,xcz3zw52
4799,0,0,xcz3zw52
4800,0,0,xcz3zw52
4801,0,0,xcz3zw52
4802,0,0,xcz3zw52
4803,0,0,xcz3zw52
4804,0,0,xcz3zw52
4805,0,0,xcz3zw52
4806,0,0,xcz3zw52
4807,0,0,xcz3zw52
4808,0,0,xcz3zw52
4809,0,0,xcz3zw52
4810,0,0,xcz3zw52
4811,0,0,xcz3zw52
4812,0,0,xcz3zw52
4813,0,0,xcz3zw52
4814,0,0,xcz3zw52
4815,0,0,xcz3zw52
4816,0,0,xcz3zw52
4817,0,0,xcz3zw52
4818,0,0,xcz3zw52
4819,0,0,xcz3zw52
4820,0,0,xcz3zw52
4821,0,0,xcz3zw52
4822,0,0,xcz3zw52
4823,0,0,xcz3zw52
4824,0,0,xcz3zw52
4825,0,0,xcz3zw52
4826,0,0,xcz3zw52
4827,0,0,xcz3zw52
4828,0,0,xcz3zw52
4829,0,0,xcz3zw52
4830,0,0,xcz3zw52
4831,0,0,xcz3zw52
4832,0,0,xcz3zw52
4833,0,0,xcz3zw52
4834,0,0,xcz3zw52
4835,0,0,xcz3zw52
4836,0,0,xcz3zw52
4837,0,0,xcz3zw52
4838,0,0,xcz3zw52
4839,0,0,xcz3zw52
4840,0,0,xcz3zw52
4841,0,0,xcz3zw52
4842,0,0,xcz3zw52
4843,0,0,xcz3zw52
4844,0,0,xcz3zw52
4845,0,0,xcz3zw52
4846,0,0,xcz3zw52
4847,0,0,xcz3zw52
4848,0,0,xcz3zw52
4849,0,0,xcz3zw52
4850,0,0,xcz3zw52
4851,0,0,xcz3zw52
