_step,_runtime,lm_eval_before_temp=0.0/exact_match_strict_match,lm_eval_before_temp=0.0/exact_match_flexible_extract,_timestamp,lm_eval_before_temp=0.316/exact_match_flexible_extract,lm_eval_before_temp=0.316/exact_match_strict_match,lm_eval_before_temp=1.0/exact_match_flexible_extract,lm_eval_before_temp=1.0/exact_match_strict_match,eval/loss,train/num_input_tokens_seen,eval/num_tokens,eval/model_preparation_time,eval/steps_per_second,eval/samples_per_second,eval/mean_token_accuracy,eval/runtime,train/global_step,eval_before/eval_model_preparation_time,eval_before/eval_samples_per_second,eval_before/eval_runtime,eval_before/eval_steps_per_second,eval_before/eval_loss,train/mean_token_accuracy,train/num_tokens,train/loss,train/grad_norm,train/train_tokens_per_second,train/learning_rate,train/epoch,eval_after/eval_model_preparation_time,eval_after/eval_steps_per_second,eval_after/eval_samples_per_second,eval_after/eval_runtime,eval_after/eval_loss,lm_eval_after_temp=0.0/exact_match_flexible_extract,lm_eval_after_temp=0.0/exact_match_strict_match,lm_eval_after_temp=0.316/exact_match_strict_match,lm_eval_after_temp=0.316/exact_match_flexible_extract,lm_eval_after_temp=1.0/exact_match_flexible_extract,lm_eval_after_temp=1.0/exact_match_strict_match,run_id,model_fitting_iteration
34,2208.86158917,,,1754297513.1981106,,,,,0.5218677520751953,1095612.0,918535.0,0.0079,1.379,43.889,0.8575402686470434,27.5468,75.0,,,,,,,,,,,,3.9520661157024795,,,,,,,,,,,,4s2y3lve,0
33,2181.304472213,,,1754297485.6410565,,,,,,1095612.0,,,,,,,75.0,,,,,,0.8330912332981825,918535.0,19.6192,84.0,613.733,1.41e-05,3.9520661157024795,,,,,,,,,,,,4s2y3lve,0
32,2086.008372719,,,1754297390.3448749,,,,,0.5599629878997803,1023940.0,857259.0,0.0079,1.377,43.822,0.8472104794100711,27.5891,70.0,,,,,,,,,,,,3.687603305785124,,,,,,,,,,,,4s2y3lve,0
31,2058.409001464,,,1754297362.745582,,,,,,1023940.0,,,,,,,70.0,,,,,,0.8288958597928285,857259.0,20.0902,80.5,615.991,1.41e-05,3.687603305785124,,,,,,,,,,,,4s2y3lve,0
37,2422.880150611,,,1754297727.2165668,,,,,,1241689.0,,,,,,,85.0,,,,,,0.8687946386635303,1040871.0,15.3495,142.0,612.655,1.41e-05,4.4760330578512395,,,,,,,,,,,,4s2y3lve,0
12,838.015293814,,,1754296142.3518245,,,,,1.074782371520996,291899.0,244185.0,0.0079,1.378,43.845,0.7522590756416321,27.5744,20.0,,,,,,,,,,,,1.052892561983471,,,,,,,,,,,,4s2y3lve,0
336,16610.512782174,,,1754311914.849275,,,,,0.04135797172784805,12087400.0,10151044.0,0.0079,1.369,43.555,0.9914940501514234,27.758,830.0,,,,,,,,,,,,43.687603305785125,,,,,,,,,,,,4s2y3lve,0
83,5185.33664707,,,1754300489.6732354,,,,,,2913907.0,,,,,,,200.0,,,,,,0.9856963329017162,2446330.0,2.276,119.0,608.434,1.41e-05,10.52892561983471,,,,,,,,,,,,4s2y3lve,0
244,12740.379306015,,,1754308044.7157917,,,,,0.04160800948739052,8740479.0,7339491.0,0.0079,1.375,43.738,0.9914636047262895,27.6416,600.0,,,,,,,,,,,,31.581818181818182,,,,,,,,,,,,4s2y3lve,0
245,12789.221947985,,,1754308093.558528,,,,,,8814383.0,,,,,,,605.0,,,,,,0.9899908185005188,7401059.0,1.5555,57.0,711.234,1.41e-05,31.846280991735537,,,,,,,,,,,,4s2y3lve,0
246,12816.898832077,,,1754308121.2353482,,,,,0.04147248715162277,8814383.0,7401059.0,0.0079,1.373,43.699,0.9915208455763365,27.6668,605.0,,,,,,,,,,,,31.846280991735537,,,,,,,,,,,,4s2y3lve,0
247,12865.029353677,,,1754308169.3657286,,,,,,8884303.0,,,,,,,610.0,,,,,,0.9897617268714176,7459941.0,1.5038,32.75,712.518,1.41e-05,32.10578512396694,,,,,,,,,,,,4s2y3lve,0
248,12892.755475362,,,1754308197.0919883,,,,,0.041356682777404785,8884303.0,7459941.0,0.0079,1.371,43.623,0.9915677418834284,27.7149,610.0,,,,,,,,,,,,32.10578512396694,,,,,,,,,,,,4s2y3lve,0
249,12993.023692542,,,1754308297.3602624,,,,,,8957135.0,,,,,,,615.0,,,,,,0.9909572117030621,7520886.0,1.4221,41.5,711.06,1.41e-05,32.3702479338843,,,,,,,,,,,,4s2y3lve,0
250,13020.763747201,,,1754308325.1002705,,,,,0.04127811640501022,8957135.0,7520886.0,0.0079,1.37,43.599,0.9914994537830353,27.7297,615.0,,,,,,,,,,,,32.3702479338843,,,,,,,,,,,,4s2y3lve,0
251,13117.949676459,,,1754308422.2862635,,,,,,9030439.0,,,,,,,620.0,,,,,,0.9900433890521526,7582304.0,1.4939,62.75,709.839,1.41e-05,32.634710743801655,,,,,,,,,,,,4s2y3lve,0
252,13145.649619171,,,1754308449.986142,,,,,0.042203862220048904,9030439.0,7582304.0,0.0079,1.372,43.663,0.9913136661052704,27.6897,620.0,,,,,,,,,,,,32.634710743801655,,,,,,,,,,,,4s2y3lve,0
253,13194.87684199,,,1754308499.213334,,,,,,9104511.0,,,,,,,625.0,,,,,,0.9900618713349104,7645272.0,1.5391,81.5,711.36,1.41e-05,32.89917355371901,,,,,,,,,,,,4s2y3lve,0
254,13222.572264651,,,1754308526.9086294,,,,,0.04165380075573921,9104511.0,7645272.0,0.0079,1.373,43.669,0.99144898747143,27.6854,625.0,,,,,,,,,,,,32.89917355371901,,,,,,,,,,,,4s2y3lve,0
255,13271.354722866,,,1754308575.6912248,,,,,,9174623.0,,,,,,,630.0,,,,,,0.9906597444965581,7704991.0,1.3914,28.75,712.581,1.41e-05,33.158677685950416,,,,,,,,,,,,4s2y3lve,0
256,13299.046791439,,,1754308603.3832884,,,,,0.04189154878258705,9174623.0,7704991.0,0.0079,1.373,43.677,0.9914426709476271,27.6804,630.0,,,,,,,,,,,,33.158677685950416,,,,,,,,,,,,4s2y3lve,0
257,13348.311905292,,,1754308652.6485128,,,,,,9248221.0,,,,,,,635.0,,,,,,0.9905691109597683,7766897.0,1.4372,58.5,714.029,1.41e-05,33.42314049586777,,,,,,,,,,,,4s2y3lve,0
258,13376.054874891,,,1754308680.3913908,,,,,0.04282541945576668,9248221.0,7766897.0,0.0079,1.37,43.595,0.9913157757959867,27.7325,635.0,,,,,,,,,,,,33.42314049586777,,,,,,,,,,,,4s2y3lve,0
259,13424.823964552,,,1754308729.1605372,,,,,,9321549.0,,,,,,,640.0,,,,,,0.9902863644063473,7828220.0,1.5208,43.25,715.464,1.41e-05,33.687603305785125,,,,,,,,,,,,4s2y3lve,0
260,13452.568877191,,,1754308756.9053748,,,,,0.042804766446352005,9321549.0,7828220.0,0.0079,1.37,43.591,0.9913357260980105,27.7349,640.0,,,,,,,,,,,,33.687603305785125,,,,,,,,,,,,4s2y3lve,0
261,13501.60965859,,,1754308805.946138,,,,,,9395685.0,,,,,,,645.0,,,,,,0.9894126620143652,7890165.0,1.6662,58.75,716.929,1.41e-05,33.95206611570248,,,,,,,,,,,,4s2y3lve,0
262,13529.353797004,,,1754308833.6903422,,,,,0.04157903045415878,9395685.0,7890165.0,0.0079,1.37,43.592,0.9914552804670835,27.7342,645.0,,,,,,,,,,,,33.95206611570248,,,,,,,,,,,,4s2y3lve,0
263,13577.741841534,,,1754308882.0784135,,,,,,9467227.0,,,,,,,650.0,,,,,,0.9907976806543435,7950759.0,1.3656,35.5,718.216,1.41e-05,34.211570247933885,,,,,,,,,,,,4s2y3lve,0
264,13605.482037766,,,1754308909.8185356,,,,,0.041496556252241135,9467227.0,7950759.0,0.0079,1.37,43.601,0.9913776422801771,27.7288,650.0,,,,,,,,,,,,34.211570247933885,,,,,,,,,,,,4s2y3lve,0
265,13654.502841545,,,1754308958.8394418,,,,,,9538957.0,,,,,,,655.0,,,,,,0.9899979587644339,8010888.0,1.5264,55.5,719.467,1.41e-05,34.47603305785124,,,,,,,,,,,,4s2y3lve,0
266,13682.258673108,,,1754308986.595166,,,,,0.042356301099061966,9538957.0,8010888.0,0.0079,1.37,43.575,0.9913405132921118,27.7453,655.0,,,,,,,,,,,,34.47603305785124,,,,,,,,,,,,4s2y3lve,0
267,13731.581663542,,,1754309035.9182367,,,,,,9611135.0,,,,,,,660.0,,,,,,0.9897947747260332,8071816.0,1.5784,56.5,720.721,1.41e-05,34.740495867768594,,,,,,,,,,,,4s2y3lve,0
268,13759.339885447,,,1754309063.676404,,,,,0.042182374745607376,9611135.0,8071816.0,0.0079,1.369,43.571,0.9914106585477528,27.7477,660.0,,,,,,,,,,,,34.740495867768594,,,,,,,,,,,,4s2y3lve,0
269,13807.285151115,,,1754309111.6216173,,,,,,9683470.0,,,,,,,665.0,,,,,,0.9903411758933097,8132810.0,1.5506,70.0,722.047,1.41e-05,35.0,,,,,,,,,,,,4s2y3lve,0
270,13834.985597332,,,1754309139.3220994,,,,,0.04138524830341339,9683470.0,8132810.0,0.0079,1.372,43.661,0.9914915655788622,27.6904,665.0,,,,,,,,,,,,35.0,,,,,,,,,,,,4s2y3lve,0
243,12712.727512106,,,1754308017.0640924,,,,,,8740479.0,,,,,,,600.0,,,,,,0.9901698373258114,7339491.0,1.5451,71.5,709.651,1.41e-05,31.581818181818182,,,,,,,,,,,,4s2y3lve,0
242,12664.039820089,,,1754307968.3763378,,,,,0.041601426899433136,8668741.0,7279246.0,0.0079,1.372,43.636,0.9914560443476627,27.7064,595.0,,,,,,,,,,,,31.317355371900828,,,,,,,,,,,,4s2y3lve,0
241,12636.322924764,,,1754307940.659505,,,,,,8668741.0,,,,,,,595.0,,,,,,0.9913769502192735,7279246.0,1.3637,31.75,708.22,1.41e-05,31.317355371900828,,,,,,,,,,,,4s2y3lve,0
240,12536.028949968,,,1754307840.3654442,,,,,0.04146568477153778,8592563.0,7216145.0,0.0079,1.368,43.534,0.9915497914740914,27.7716,590.0,,,,,,,,,,,,31.05289256198347,,,,,,,,,,,,4s2y3lve,0
212,11295.670045658,,,1754306600.0065732,,,,,0.043596331030130386,7574101.0,6361403.0,0.0079,1.368,43.514,0.9909586357442957,27.7843,520.0,,,,,,,,,,,,27.370247933884297,,,,,,,,,,,,4s2y3lve,0
213,11345.45494606,,,1754306649.79144,,,,,,7647139.0,,,,,,,525.0,,,,,,0.9898146316409111,6422481.0,1.5715,101.0,698.413,1.41e-05,27.63471074380165,,,,,,,,,,,,4s2y3lve,0
214,11373.16260398,,,1754306677.4991012,,,,,0.04388229548931122,7647139.0,6422481.0,0.0079,1.372,43.65,0.9909643201451552,27.6978,525.0,,,,,,,,,,,,27.63471074380165,,,,,,,,,,,,4s2y3lve,0
215,11423.740561747,,,1754306728.077141,,,,,,7720057.0,,,,,,,530.0,,,,,,0.9890033919364214,6483546.0,1.6844,87.0,700.067,1.41e-05,27.89917355371901,,,,,,,,,,,,4s2y3lve,0
216,11451.424577724,,,1754306755.7610805,,,,,0.0430377759039402,7720057.0,6483546.0,0.0079,1.373,43.688,0.9912557398018084,27.6733,530.0,,,,,,,,,,,,27.89917355371901,,,,,,,,,,,,4s2y3lve,0
217,11500.875205396,,,1754306805.2117596,,,,,,7790005.0,,,,,,,535.0,,,,,,0.989506304643716,6542680.0,1.5643,38.75,701.503,1.41e-05,28.158677685950412,,,,,,,,,,,,4s2y3lve,0
218,11528.588423459,,,1754306832.9249716,,,,,0.04217725992202759,7790005.0,6542680.0,0.0079,1.372,43.643,0.9913836388211501,27.7023,535.0,,,,,,,,,,,,28.158677685950412,,,,,,,,,,,,4s2y3lve,0
219,11578.778805613,,,1754306883.1152875,,,,,,7861995.0,,,,,,,540.0,,,,,,0.9903070326894522,6602973.0,1.476,95.5,703.054,1.41e-05,28.42314049586777,,,,,,,,,,,,4s2y3lve,0
220,11606.436382577,,,1754306910.7729087,,,,,0.042819347232580185,7861995.0,6602973.0,0.0079,1.374,43.729,0.9911249232919592,27.6475,540.0,,,,,,,,,,,,28.42314049586777,,,,,,,,,,,,4s2y3lve,0
221,11656.390578909,,,1754306960.7271643,,,,,,7936755.0,,,,,,,545.0,,,,,,0.9901441734284162,6665950.0,1.4753,151.0,704.847,1.41e-05,28.687603305785125,,,,,,,,,,,,4s2y3lve,0
222,11684.143336826,,,1754306988.4798412,,,,,0.043622203171253204,7936755.0,6665950.0,0.0079,1.37,43.58,0.9910514840954229,27.7423,545.0,,,,,,,,,,,,28.687603305785125,,,,,,,,,,,,4s2y3lve,0
223,11734.218222364,,,1754307038.5548215,,,,,,8009263.0,,,,,,,550.0,,,,,,0.9889314092695713,6727244.0,1.6698,84.0,706.404,1.41e-05,28.95206611570248,,,,,,,,,,,,4s2y3lve,0
224,11761.956982918,,,1754307066.2935069,,,,,0.04230961948633194,8009263.0,6727244.0,0.0079,1.37,43.601,0.9913146778156883,27.7285,550.0,,,,,,,,,,,,28.95206611570248,,,,,,,,,,,,4s2y3lve,0
271,13883.770810966,,,1754309188.1073909,,,,,,9758750.0,,,,,,,670.0,,,,,,0.9910253327339887,8195219.0,1.3847,79.5,723.534,1.41e-05,35.264462809917354,,,,,,,,,,,,4s2y3lve,0
225,11810.623722605,,,1754307114.9602814,,,,,,8079916.0,,,,,,,555.0,,,,,,0.9904328208820076,6788028.0,1.4921,69.0,707.866,1.41e-05,29.211570247933885,,,,,,,,,,,,4s2y3lve,0
227,11941.683536788,,,1754307246.0201218,,,,,,8153978.0,,,,,,,560.0,,,,,,0.9907493595033884,6849453.0,1.4582,61.5,706.245,1.41e-05,29.47603305785124,,,,,,,,,,,,4s2y3lve,0
228,11969.380066437,,,1754307273.7165875,,,,,0.04267158359289169,8153978.0,6849453.0,0.0079,1.373,43.668,0.9910642724288138,27.6861,560.0,,,,,,,,,,,,29.47603305785124,,,,,,,,,,,,4s2y3lve,0
229,12019.840402902,,,1754307324.176975,,,,,,8225534.0,,,,,,,565.0,,,,,,0.9892821919173003,6909012.0,1.6034,63.0,707.652,1.41e-05,29.740495867768594,,,,,,,,,,,,4s2y3lve,0
230,12047.603532941,,,1754307351.940012,,,,,0.042071666568517685,8225534.0,6909012.0,0.0079,1.369,43.564,0.9914387229241823,27.7521,565.0,,,,,,,,,,,,29.740495867768594,,,,,,,,,,,,4s2y3lve,0
231,12096.876453744,,,1754307401.2130105,,,,,,8299327.0,,,,,,,570.0,,,,,,0.9899983018826527,6970980.0,1.5491,66.0,709.3,1.41e-05,30.0,,,,,,,,,,,,4s2y3lve,0
232,12124.609498217,,,1754307428.9460135,,,,,0.041809044778347015,8299327.0,6970980.0,0.0079,1.371,43.611,0.9914723713147012,27.7225,570.0,,,,,,,,,,,,30.0,,,,,,,,,,,,4s2y3lve,0
233,12224.302519586,,,1754307528.6390462,,,,,,8371389.0,,,,,,,575.0,,,,,,0.9905327405780554,7030876.0,1.4675,81.0,707.751,1.41e-05,30.264462809917354,,,,,,,,,,,,4s2y3lve,0
234,12252.034252039,,,1754307556.37076,,,,,0.04188559949398041,8371389.0,7030876.0,0.0079,1.371,43.615,0.9914193576888034,27.72,575.0,,,,,,,,,,,,30.264462809917354,,,,,,,,,,,,4s2y3lve,0
235,12302.721622737,,,1754307607.05804,,,,,,8446089.0,,,,,,,580.0,,,,,,0.9905753325670957,7093546.0,1.4272,79.0,709.363,1.41e-05,30.52892561983471,,,,,,,,,,,,4s2y3lve,0
236,12330.47654518,,,1754307634.8130503,,,,,0.04178958758711815,8446089.0,7093546.0,0.0079,1.37,43.576,0.9914081520155856,27.7447,580.0,,,,,,,,,,,,30.52892561983471,,,,,,,,,,,,4s2y3lve,0
237,12430.552607619,,,1754307734.8891847,,,,,,8519307.0,,,,,,,585.0,,,,,,0.9899365030229091,7154300.0,1.5394,46.0,707.912,1.41e-05,30.793388429752067,,,,,,,,,,,,4s2y3lve,0
238,12458.301545237,,,1754307762.6380656,,,,,0.041857343167066574,8519307.0,7154300.0,0.0079,1.37,43.586,0.9914027264243678,27.7384,585.0,,,,,,,,,,,,30.793388429752067,,,,,,,,,,,,4s2y3lve,0
239,12508.246049434,,,1754307812.5825508,,,,,,8592563.0,,,,,,,590.0,,,,,,0.9903839378599908,7216145.0,1.4622,27.625,709.42,1.41e-05,31.05289256198347,,,,,,,,,,,,4s2y3lve,0
226,11838.343301006,,,1754307142.6798248,,,,,0.04193427786231041,8079916.0,6788028.0,0.0079,1.371,43.633,0.9914234045304751,27.7084,555.0,,,,,,,,,,,,29.211570247933885,,,,,,,,,,,,4s2y3lve,0
272,13911.415614973,,,1754309215.7521248,,,,,0.04183072969317436,9758750.0,8195219.0,0.0079,1.375,43.751,0.9913011538354974,27.6338,670.0,,,,,,,,,,,,35.264462809917354,,,,,,,,,,,,4s2y3lve,0
273,13960.370675414,,,1754309264.7072575,,,,,,9830072.0,,,,,,,675.0,,,,,,0.9905368816107512,8256058.0,1.5118,59.25,724.706,1.41e-05,35.52892561983471,,,,,,,,,,,,4s2y3lve,0
274,13988.054123333,,,1754309292.3906398,,,,,0.04237018898129463,9830072.0,8256058.0,0.0079,1.373,43.689,0.9913019177160765,27.6732,675.0,,,,,,,,,,,,35.52892561983471,,,,,,,,,,,,4s2y3lve,0
307,15459.813891805,,,1754310764.1504655,,,,,,11067021.0,,,,,,,760.0,,,,,,0.9898223857970754,9294640.0,1.4958,86.5,734.683,1.41e-05,40.0,,,,,,,,,,,,4s2y3lve,0
308,15487.533933121,,,1754310791.8703868,,,,,0.0407133549451828,11067021.0,9294640.0,0.0079,1.371,43.63,0.9915249630024559,27.7101,760.0,,,,,,,,,,,,40.0,,,,,,,,,,,,4s2y3lve,0
309,15585.033847345,,,1754310889.3703632,,,,,,11139061.0,,,,,,,765.0,,,,,,0.9910326022654772,9355222.0,1.4003,58.75,733.369,1.41e-05,40.264462809917354,,,,,,,,,,,,4s2y3lve,0
310,15612.695826799,,,1754310917.032306,,,,,0.04132357984781265,11139061.0,9355222.0,0.0079,1.374,43.725,0.9914164856860512,27.6503,765.0,,,,,,,,,,,,40.264462809917354,,,,,,,,,,,,4s2y3lve,0
311,15661.625546685,,,1754310965.962135,,,,,,11213505.0,,,,,,,770.0,,,,,,0.9905092991888523,9418144.0,1.464,39.25,734.566,1.41e-05,40.52892561983471,,,,,,,,,,,,4s2y3lve,0
312,15689.39865585,,,1754310993.7351618,,,,,0.04135192558169365,11213505.0,9418144.0,0.0079,1.369,43.547,0.9914344047245226,27.7629,770.0,,,,,,,,,,,,40.52892561983471,,,,,,,,,,,,4s2y3lve,0
313,15737.920892512,,,1754311042.257396,,,,,,11285907.0,,,,,,,775.0,,,,,,0.9901177637279034,9479284.0,1.489,79.5,735.632,1.41e-05,40.79338842975206,,,,,,,,,,,,4s2y3lve,0
314,15765.639325494,,,1754311069.9758263,,,,,0.04183710739016533,11285907.0,9479284.0,0.0079,1.371,43.633,0.9912818858498021,27.7083,775.0,,,,,,,,,,,,40.79338842975206,,,,,,,,,,,,4s2y3lve,0
315,15813.783727384,,,1754311118.1202996,,,,,,11358256.0,,,,,,,780.0,,,,,,0.9898275535577422,9539477.0,1.4993,90.5,736.705,1.41e-05,41.05289256198347,,,,,,,,,,,,4s2y3lve,0
316,15841.554058425,,,1754311145.890581,,,,,0.04148847609758377,11358256.0,9539477.0,0.0079,1.369,43.554,0.9911770883359408,27.7589,780.0,,,,,,,,,,,,41.05289256198347,,,,,,,,,,,,4s2y3lve,0
317,15890.268549102,,,1754311194.6051426,,,,,,11431432.0,,,,,,,785.0,,,,,,0.9904050461947917,9600724.0,1.4284,46.75,737.791,1.41e-05,41.317355371900824,,,,,,,,,,,,4s2y3lve,0
318,15918.034201596,,,1754311222.3706985,,,,,0.041862986981868744,11431432.0,9600724.0,0.0079,1.369,43.56,0.9914071732445767,27.7551,785.0,,,,,,,,,,,,41.317355371900824,,,,,,,,,,,,4s2y3lve,0
319,15967.112739685,,,1754311271.4491687,,,,,,11505966.0,,,,,,,790.0,,,,,,0.9906803958117962,9662650.0,1.4346,36.0,738.937,1.41e-05,41.58181818181818,,,,,,,,,,,,4s2y3lve,0
306,15411.355341265,,,1754310715.6918588,,,,,0.04105899855494499,10994644.0,9234179.0,0.0079,1.369,43.563,0.9914553526200747,27.753,755.0,,,,,,,,,,,,39.740495867768594,,,,,,,,,,,,4s2y3lve,0
320,15994.789000078,,,1754311299.1254933,,,,,0.04117051139473915,11505966.0,9662650.0,0.0079,1.374,43.7,0.9914647779966655,27.666,790.0,,,,,,,,,,,,41.58181818181818,,,,,,,,,,,,4s2y3lve,0
322,16072.711543859,,,1754311377.0480633,,,,,0.04086555540561676,11576194.0,9722912.0,0.0079,1.372,43.666,0.99149026996211,27.6872,795.0,,,,,,,,,,,,41.84628099173554,,,,,,,,,,,,4s2y3lve,0
323,16121.73964569,,,1754311426.0759776,,,,,,11648438.0,,,,,,,800.0,,,,,,0.9902957222264284,9783738.0,1.4169,16.875,740.731,1.41e-05,42.10578512396694,,,,,,,,,,,,4s2y3lve,0
324,16149.44716594,,,1754311453.783663,,,,,0.04090380296111107,11648438.0,9783738.0,0.0079,1.372,43.652,0.9914954006671906,27.6966,800.0,,,,,,,,,,,,42.10578512396694,,,,,,,,,,,,4s2y3lve,0
325,16198.860982579,,,1754311503.1975346,,,,,,11721710.0,,,,,,,805.0,,,,,,0.9909353729337453,9845721.0,1.3645,50.75,741.753,1.41e-05,42.3702479338843,,,,,,,,,,,,4s2y3lve,0
326,16226.54651718,,,1754311530.8830025,,,,,0.04182950779795647,11721710.0,9845721.0,0.0079,1.373,43.686,0.9913739169898786,27.6747,805.0,,,,,,,,,,,,42.3702479338843,,,,,,,,,,,,4s2y3lve,0
327,16275.672590683,,,1754311580.0091884,,,,,,11795726.0,,,,,,,810.0,,,,,,0.9901586972177029,9907446.0,1.4779,34.75,742.826,1.41e-05,42.634710743801655,,,,,,,,,,,,4s2y3lve,0
328,16303.338142746,,,1754311607.6746695,,,,,0.04144828021526337,11795726.0,9907446.0,0.0079,1.374,43.717,0.9914404671443137,27.6553,810.0,,,,,,,,,,,,42.634710743801655,,,,,,,,,,,,4s2y3lve,0
329,16352.188173795,,,1754311656.5247595,,,,,,11869472.0,,,,,,,815.0,,,,,,0.9898816019296646,9968730.0,1.5328,61.25,743.886,1.41e-05,42.89917355371901,,,,,,,,,,,,4s2y3lve,0
330,16379.866217008,,,1754311684.2027154,,,,,0.040911734104156494,11869472.0,9968730.0,0.0079,1.373,43.697,0.9915563072028913,27.6675,815.0,,,,,,,,,,,,42.89917355371901,,,,,,,,,,,,4s2y3lve,0
331,16428.665866371,,,1754311733.00242,,,,,,11940598.0,,,,,,,820.0,,,,,,0.9906527153245962,10028647.0,1.4493,84.5,744.774,1.41e-05,43.158677685950416,,,,,,,,,,,,4s2y3lve,0
332,16456.326348876,,,1754311760.6628542,,,,,0.04090709239244461,11940598.0,10028647.0,0.0079,1.374,43.726,0.9915108382701874,27.6492,820.0,,,,,,,,,,,,43.158677685950416,,,,,,,,,,,,4s2y3lve,0
333,16505.429089749,,,1754311809.7655096,,,,,,12012692.0,,,,,,,825.0,,,,,,0.9907814975827932,10088635.0,1.432,56.5,745.7,1.41e-05,43.42314049586777,,,,,,,,,,,,4s2y3lve,0
334,16533.225975742,,,1754311837.5624986,,,,,0.04127981886267662,12012692.0,10088635.0,0.0079,1.368,43.51,0.9914811143749639,27.7866,825.0,,,,,,,,,,,,43.42314049586777,,,,,,,,,,,,4s2y3lve,0
321,16045.01391742,,,1754311349.350478,,,,,,11576194.0,,,,,,,795.0,,,,,,0.9900101650506258,9722912.0,1.4736,40.5,739.746,1.41e-05,41.84628099173554,,,,,,,,,,,,4s2y3lve,0
211,11267.875929387,,,1754306572.2120886,,,,,,7574101.0,,,,,,,520.0,,,,,,0.9906516294926405,6361403.0,1.4092,43.75,696.679,1.41e-05,27.370247933884297,,,,,,,,,,,,4s2y3lve,0
305,15383.592187711,,,1754310687.9287636,,,,,,10994644.0,,,,,,,755.0,,,,,,0.9895226147025824,9234179.0,1.5566,40.5,733.59,1.41e-05,39.740495867768594,,,,,,,,,,,,4s2y3lve,0
303,15306.800765324,,,1754310611.1372628,,,,,,10921964.0,,,,,,,750.0,,,,,,0.990999385714531,9172641.0,1.4029,48.0,732.494,1.41e-05,39.47603305785124,,,,,,,,,,,,4s2y3lve,0
275,14037.70093954,,,1754309342.037538,,,,,,9903796.0,,,,,,,680.0,,,,,,0.9894664533436298,8317336.0,1.5606,63.25,726.002,1.41e-05,35.79338842975206,,,,,,,,,,,,4s2y3lve,0
276,14065.401750891,,,1754309369.7383049,,,,,0.04215723276138306,9903796.0,8317336.0,0.0079,1.372,43.662,0.9913246804162076,27.6902,680.0,,,,,,,,,,,,35.79338842975206,,,,,,,,,,,,4s2y3lve,0
277,14114.043103658,,,1754309418.379645,,,,,,9974886.0,,,,,,,685.0,,,,,,0.9897404981266921,8377915.0,1.4892,19.25,727.144,1.41e-05,36.05289256198347,,,,,,,,,,,,4s2y3lve,0
278,14141.82791379,,,1754309446.1644206,,,,,0.04160913825035095,9974886.0,8377915.0,0.0079,1.368,43.531,0.9914756950579191,27.7731,685.0,,,,,,,,,,,,36.05289256198347,,,,,,,,,,,,4s2y3lve,0
279,14190.6827082,,,1754309495.0193064,,,,,,10049904.0,,,,,,,690.0,,,,,,0.9906403206288814,8440374.0,1.4616,94.0,728.542,1.41e-05,36.317355371900824,,,,,,,,,,,,4s2y3lve,0
280,14218.445382704,,,1754309522.7818985,,,,,0.041695039719343185,10049904.0,8440374.0,0.0079,1.369,43.564,0.9914467899422896,27.7523,690.0,,,,,,,,,,,,36.317355371900824,,,,,,,,,,,,4s2y3lve,0
281,14267.359542442,,,1754309571.6961195,,,,,,10122642.0,,,,,,,695.0,,,,,,0.9906395636498928,8502019.0,1.4567,41.5,729.759,1.41e-05,36.58181818181818,,,,,,,,,,,,4s2y3lve,0
282,14295.113050417,,,1754309599.44956,,,,,0.04175735265016556,10122642.0,8502019.0,0.0079,1.37,43.577,0.9914444622240568,27.7437,695.0,,,,,,,,,,,,36.58181818181818,,,,,,,,,,,,4s2y3lve,0
283,14343.730706087,,,1754309648.067287,,,,,,10194070.0,,,,,,,700.0,,,,,,0.9895126860588789,8562192.0,1.5738,67.0,730.884,1.41e-05,36.84628099173554,,,,,,,,,,,,4s2y3lve,0
284,14371.460910817,,,1754309675.7974243,,,,,0.04178909212350845,10194070.0,8562192.0,0.0079,1.371,43.615,0.9914416231607136,27.7198,700.0,,,,,,,,,,,,36.84628099173554,,,,,,,,,,,,4s2y3lve,0
285,14419.449811919,,,1754309723.7862403,,,,,,10264332.0,,,,,,,705.0,,,,,,0.9904090481199277,8621556.0,1.4235,49.5,731.948,1.41e-05,37.10578512396694,,,,,,,,,,,,4s2y3lve,0
286,14447.160055087,,,1754309751.4965503,,,,,0.04168092831969261,10264332.0,8621556.0,0.0079,1.372,43.647,0.9914173060341885,27.6993,705.0,,,,,,,,,,,,37.10578512396694,,,,,,,,,,,,4s2y3lve,0
287,14495.729377441,,,1754309800.0659463,,,,,,10337024.0,,,,,,,710.0,,,,,,0.9903177481144667,8682556.0,1.5278,50.5,733.144,1.41e-05,37.3702479338843,,,,,,,,,,,,4s2y3lve,0
304,15334.54000172,,,1754310638.8764825,,,,,0.041283417493104935,10921964.0,9172641.0,0.0079,1.37,43.601,0.9914062776063618,27.7287,750.0,,,,,,,,,,,,39.47603305785124,,,,,,,,,,,,4s2y3lve,0
288,14523.450689687,,,1754309827.7872033,,,,,0.041051555424928665,10337024.0,8682556.0,0.0079,1.371,43.629,0.9912470688945368,27.7112,710.0,,,,,,,,,,,,37.3702479338843,,,,,,,,,,,,4s2y3lve,0
